seed,n,p,objective,train_n,X,p_succ,angle_id,eval_index,trial,delta_gamma,delta_beta
2384609918,15,10,mean_p,16,0.32335180563506599,0.034667387131905807,mean_p|train_n=16|p=10,6,12,-1.5490470126870117,1.0035407963998204
697797893,15,10,mean_p,16,0.29584513327304052,0.046145155329211617,mean_p|train_n=16|p=10,7,14,-1.5490470126870117,1.0035407963998204
1817987089,15,10,mean_p,16,0.4007524985361306,0.015503228802060023,mean_p|train_n=16|p=10,8,15,-1.5490470126870117,1.0035407963998204
1869633411,15,10,mean_p,16,0.4269474240971976,0.011807019530595996,mean_p|train_n=16|p=10,9,19,-1.5490470126870117,1.0035407963998204
2661918620,15,20,mean_p,16,0.20963524287162807,0.11308436305203948,mean_p|train_n=16|p=20,0,0,-1.4699865275911022,0.91371400752453102
2272909853,15,20,mean_p,16,0.39830869269082325,0.015902193711956062,mean_p|train_n=16|p=20,1,2,-1.4699865275911022,0.91371400752453102
2173970664,15,20,mean_p,16,0.11140087529044265,0.31403273739391568,mean_p|train_n=16|p=20,2,3,-1.4699865275911022,0.91371400752453102
1732944157,15,20,mean_p,16,0.48429021725398985,0.006504467828739066,mean_p|train_n=16|p=20,3,5,-1.4699865275911022,0.91371400752453102
2969377203,15,20,mean_p,16,0.28742595906551988,0.050366581102914372,mean_p|train_n=16|p=20,4,6,-1.4699865275911022,0.91371400752453102
3439503854,15,20,mean_p,16,0.21620397734460284,0.10561893027227204,mean_p|train_n=16|p=20,5,11,-1.4699865275911022,0.91371400752453102
2384609918,15,20,mean_p,16,0.23610962627374885,0.085873428683840985,mean_p|train_n=16|p=20,6,12,-1.4699865275911022,0.91371400752453102
697797893,15,20,mean_p,16,0.22008036548622539,0.10144674758640229,mean_p|train_n=16|p=20,7,14,-1.4699865275911022,0.91371400752453102
1817987089,15,20,mean_p,16,0.33115788535164231,0.031964885133601038,mean_p|train_n=16|p=20,8,15,-1.4699865275911022,0.91371400752453102
1869633411,15,20,mean_p,16,0.34063457344783649,0.028965540539285132,mean_p|train_n=16|p=20,9,19,-1.4699865275911022,0.91371400752453102
2661918620,15,50,mean_p,16,0.11659120887603477,0.29753511847846476,mean_p|train_n=16|p=50,0,0,-1.2764379302282343,0.89727882170688023
2272909853,15,50,mean_p,16,0.31358761323507284,0.038371681607357676,mean_p|train_n=16|p=50,1,2,-1.2764379302282343,0.89727882170688023
2173970664,15,50,mean_p,16,0.036319552624371872,0.68548961301803557,mean_p|train_n=16|p=50,2,3,-1.2764379302282343,0.89727882170688023
1732944157,15,50,mean_p,16,0.50337214860727397,0.005333941697187968,mean_p|train_n=16|p=50,3,5,-1.2764379302282343,0.89727882170688023
2969377203,15,50,mean_p,16,0.20446654009471485,0.11932778380211297,mean_p|train_n=16|p=50,4,6,-1.2764379302282343,0.89727882170688023
3439503854,15,50,mean_p,16,0.1315348749153385,0.25471871645209776,mean_p|train_n=16|p=50,5,11,-1.2764379302282343,0.89727882170688023
2384609918,15,50,mean_p,16,0.14812546732045431,0.21436153990797091,mean_p|train_n=16|p=50,6,12,-1.2764379302282343,0.89727882170688023
697797893,15,50,mean_p,16,0.1423591041773645,0.22760646425413852,mean_p|train_n=16|p=50,7,14,-1.2764379302282343,0.89727882170688023
1817987089,15,50,mean_p,16,0.28303513724531837,0.052719223865723856,mean_p|train_n=16|p=50,8,15,-1.2764379302282343,0.89727882170688023
1869633411,15,50,mean_p,16,0.26053890852525835,0.066611559658125832,mean_p|train_n=16|p=50,9,19,-1.2764379302282343,0.89727882170688023
2661918620,15,2,median_rt,16,0.65583610279884319,0.0010929616214228025,median_rt|train_n=16|p=2,0,0,-1.7151374759136464,1.2515979633128551
2272909853,15,2,median_rt,16,0.68561828005921521,0.00080190880466995084,median_rt|train_n=16|p=2,1,2,-1.7151374759136464,1.2515979633128551
2173970664,15,2,median_rt,16,0.58222953245220888,0.0023494796923058578,median_rt|train_n=16|p=2,2,3,-1.7151374759136464,1.2515979633128551
1732944157,15,2,median_rt,16,0.69164915531129223,0.00075316974612344453,median_rt|train_n=16|p=2,3,5,-1.7151374759136464,1.2515979633128551
2969377203,15,2,median_rt,16,0.62801138459810568,0.0014596409343205184,median_rt|train_n=16|p=2,4,6,-1.7151374759136464,1.2515979633128551
3439503854,15,2,median_rt,16,0.55437312426056118,0.0031387441198751399,median_rt|train_n=16|p=2,5,11,-1.7151374759136464,1.2515979633128551
2384609918,15,2,median_rt,16,0.58313362414176029,0.0023274979910415678,median_rt|train_n=16|p=2,6,12,-1.7151374759136464,1.2515979633128551
697797893,15,2,median_rt,16,0.56809422528497677,0.0027214412757255693,median_rt|train_n=16|p=2,7,14,-1.7151374759136464,1.2515979633128551
1817987089,15,2,median_rt,16,0.67255999360768459,0.00091852085331914758,median_rt|train_n=16|p=2,8,15,-1.7151374759136464,1.2515979633128551
1869633411,15,2,median_rt,16,0.68599160213134336,0.00079880222294008473,median_rt|train_n=16|p=2,9,19,-1.7151374759136464,1.2515979633128551
2661918620,15,5,median_rt,16,0.46285985194198093,0.0081279217084439925,median_rt|train_n=16|p=5,0,0,-1.4047975833168846,1.2059117884029518
2272909853,15,5,median_rt,16,0.58308943581081996,0.0023285675713574038,median_rt|train_n=16|p=5,1,2,-1.4047975833168846,1.2059117884029518
2173970664,15,5,median_rt,16,0.35715756509894131,0.024393431372761506,median_rt|train_n=16|p=5,2,3,-1.4047975833168846,1.2059117884029518
1732944157,15,5,median_rt,16,0.59769507653843512,0.0020004965443579481,median_rt|train_n=16|p=5,3,5,-1.4047975833168846,1.2059117884029518
2969377203,15,5,median_rt,16,0.46689299530741607,0.0077941373490872656,median_rt|train_n=16|p=5,4,6,-1.4047975833168846,1.2059117884029518
3439503854,15,5,median_rt,16,0.39578062957675436,0.016325721436450006,median_rt|train_n=16|p=5,5,11,-1.4047975833168846,1.2059117884029518
2384609918,15,5,median_rt,16,0.43218126833362069,0.011181681561677927,median_rt|train_n=16|p=5,6,12,-1.4047975833168846,1.2059117884029518
697797893,15,5,median_rt,16,0.40693653056440859,0.014537792624268277,median_rt|train_n=16|p=5,7,14,-1.4047975833168846,1.2059117884029518
1817987089,15,5,median_rt,16,0.51480246939620744,0.0047362565953382538,median_rt|train_n=16|p=5,8,15,-1.4047975833168846,1.2059117884029518
1869633411,15,5,median_rt,16,0.53272357934426429,0.0039310932717006915,median_rt|train_n=16|p=5,9,19,-1.4047975833168846,1.2059117884029518
2661918620,15,10,median_rt,16,0.3164677458964601,0.037239662587722176,median_rt|train_n=16|p=10,0,0,-1.5156676026353346,1.0521434191026415
2272909853,15,10,median_rt,16,0.50699372830029965,0.0051368301093927503,median_rt|train_n=16|p=10,1,2,-1.5156676026353346,1.0521434191026415
2173970664,15,10,median_rt,16,0.22329575213551384,0.098111340726527052,median_rt|train_n=16|p=10,2,3,-1.5156676026353346,1.0521434191026415
1732944157,15,10,median_rt,16,0.56366225889843713,0.0028497797079290316,median_rt|train_n=16|p=10,3,5,-1.5156676026353346,1.0521434191026415
2969377203,15,10,median_rt,16,0.36403691773831137,0.022709602024681565,median_rt|train_n=16|p=10,4,6,-1.5156676026353346,1.0521434191026415
3439503854,15,10,median_rt,16,0.30687248234480363,0.04114647824270086,median_rt|train_n=16|p=10,5,11,-1.5156676026353346,1.0521434191026415
2384609918,15,10,median_rt,16,0.32338351982963692,0.034655957824422122,median_rt|train_n=16|p=10,6,12,-1.5156676026353346,1.0521434191026415
697797893,15,10,median_rt,16,0.29556530636954792,0.046279606387304197,median_rt|train_n=16|p=10,7,14,-1.5156676026353346,1.0521434191026415
