saddle_id,beta,gamma,certified,box_radius,residual,jacobian_cond,re_phi,im_phi,det_hessian_re_phi,nearest_action_gap,re_phi_plus_pref,re_phi_plus_pref_conv2,matches_lambda_abs_conv1,matches_lambda_abs,matches_lambda_local,matches_lambda_abs_full,matches_lambda_abs_conv2,controls_finite_n,is_bm24_seed_saddle,source,z_real,z_imag,krawczyk_contraction,proof
43,0.5433996420760803,0.7487887432117251,True,1e-12,1.3356402889428928e-14,92.0131850141002,-3.956670936081692,4.088308351600977,1.1951540553245783e-50,8.881784197001252e-16,-29.081434326850534,-4.646280311081692,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.3392849018470825, -0.8577474132459051, -5.7792003328982275, 2.0471209203135214, -0.8577474132459046, 1.8768296516828353, -2.7504518139953382, -0.4582525804039145]","[2.211604219718965, -2.2777853857392683, -3.300069540704818e-15, 1.0218473579259886, 2.2777853857392665, -1.894546993581714, -0.7332906119657261, 0.9560510971285022]",1.1636125347891082e-05,"{""contraction_bound"": 1.1636125347891082e-05, ""inflate_iter"": 6, ""box_center_real"": [5.3392849018470825, -0.8577474132459051, -5.7792003328982275, 2.0471209203135214, -0.8577474132459046, 1.8768296516828353, -2.7504518139953382, -0.4582525804039145], ""box_center_imag"": [2.211604219718965, -2.2777853857392683, -3.300069540704818e-15, 1.0218473579259886, 2.2777853857392665, -1.894546993581714, -0.7332906119657261, 0.9560510971285022], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
44,0.5433996420760803,0.7487887432117251,True,1e-12,4.043738748497265e-14,11.429001394686203,-0.3831237060506416,-0.9300063762985513,-3.368244522362421e-52,1.3322676295501878e-15,-25.507887096819484,-1.0727330810506417,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.339284901847118, -0.8577474132459074, -5.779200332898267, -1.7228300122353486, -0.8577474132459076, 0.6571976331270913, -1.2903399066701464, 0.6276001945644912]","[2.211604219718962, -2.27778538573929, 6.9777170186371985e-15, 0.6971058370134418, 2.2777853857392825, -0.750760325419038, -2.500841798939735, -0.16644971747598308]",1.0482512455956515e-05,"{""contraction_bound"": 1.0482512455956515e-05, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847118, -0.8577474132459074, -5.779200332898267, -1.7228300122353486, -0.8577474132459076, 0.6571976331270913, -1.2903399066701464, 0.6276001945644912], ""box_center_imag"": [2.211604219718962, -2.27778538573929, 6.9777170186371985e-15, 0.6971058370134418, 2.2777853857392825, -0.750760325419038, -2.500841798939735, -0.16644971747598308], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
45,0.5433996420760803,0.7487887432117251,True,1e-12,6.334306417580674e-14,47.845363262144744,-4.313926344088042,-1.5464630402655881,-5.010276076927557e-48,0.035182183484399054,-29.438689734856883,-5.003535719088042,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.33928490184709, -0.8577474132459029, -5.779200332898233, -0.48300204390649243, -0.857747413245902, 0.5932375957208219, -2.101423342959806, -0.1171020884236678]","[2.211604219718962, -2.277785385739266, 1.4754686398124932e-15, 1.0426955821520265, 2.277785385739267, -2.0936416624633942, 0.22432552113997972, -0.02572293161822728]",6.979704481099759e-06,"{""contraction_bound"": 6.979704481099759e-06, ""inflate_iter"": 6, ""box_center_real"": [5.33928490184709, -0.8577474132459029, -5.779200332898233, -0.48300204390649243, -0.857747413245902, 0.5932375957208219, -2.101423342959806, -0.1171020884236678], ""box_center_imag"": [2.211604219718962, -2.277785385739266, 1.4754686398124932e-15, 1.0426955821520265, 2.277785385739267, -2.0936416624633942, 0.22432552113997972, -0.02572293161822728], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
46,0.5433996420760803,0.7487887432117251,True,1e-12,4.588029525985989e-13,35.780387843339014,-1.7218969736514862,1.011835868078874,9.960213844776303e-51,1.865174681370263e-14,-26.846660364420327,-2.411506348651486,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.339284901847084, -0.8577474132459025, -5.779200332898233, -2.1101621120734366, -0.8577474132459024, -0.30499224061022184, -1.1071403885121984, 0.016703560045619847]","[2.211604219718962, -2.277785385739267, -2.4204087889932913e-16, 0.5415974842661258, 2.277785385739267, -0.4792242595242427, 0.964759726947951, -0.003718931356951989]",9.528469064349288e-06,"{""contraction_bound"": 9.528469064349288e-06, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847084, -0.8577474132459025, -5.779200332898233, -2.1101621120734366, -0.8577474132459024, -0.30499224061022184, -1.1071403885121984, 0.016703560045619847], ""box_center_imag"": [2.211604219718962, -2.277785385739267, -2.4204087889932913e-16, 0.5415974842661258, 2.277785385739267, -0.4792242595242427, 0.964759726947951, -0.003718931356951989], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
47,0.5433996420760803,0.7487887432117251,True,1e-12,4.499349172962042e-14,54.71909437593971,-2.8490755114030213,3.0674629579357067,1.7875120050117957e-49,0.003675744036920392,-27.973838902171863,-3.538684886403021,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.339284901847085, -0.8577474132459021, -5.779200332898227, -0.405624935707243, -0.8577474132459031, -0.4987450984771736, -2.327550451396034, -0.019035048070850838]","[2.2116042197189674, -2.2777853857392647, -3.450594059405922e-15, -3.290744117782941, 2.2777853857392647, -0.4511325920913631, -2.517980920815074, -0.020815719617792237]",1.3767029279364844e-05,"{""contraction_bound"": 1.3767029279364844e-05, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847085, -0.8577474132459021, -5.779200332898227, -0.405624935707243, -0.8577474132459031, -0.4987450984771736, -2.327550451396034, -0.019035048070850838], ""box_center_imag"": [2.2116042197189674, -2.2777853857392647, -3.450594059405922e-15, -3.290744117782941, 2.2777853857392647, -0.4511325920913631, -2.517980920815074, -0.020815719617792237], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
48,0.5433996420760803,0.7487887432117251,True,1e-12,3.120339039702311e-14,30.489065207310208,-0.2140086775494785,-6.442961429767056e-16,9.52675440532828e-57,0.0021331525832072318,-25.33877206831832,-0.9036180525494785,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.339284901847068, -0.8577474132459019, -5.779200332898213, 0.16172303341525496, -0.8577474132459016, 2.449934100497018, 0.16172303341526753, -1.5213481968339972]","[2.2116042197189576, -2.2777853857392616, 1.653340072839796e-15, 2.190236333623224, 2.2777853857392634, 1.0147959313461918, -2.1902363336232153, -4.100257892266434e-15]",1.4805739889152646e-05,"{""contraction_bound"": 1.4805739889152646e-05, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847068, -0.8577474132459019, -5.779200332898213, 0.16172303341525496, -0.8577474132459016, 2.449934100497018, 0.16172303341526753, -1.5213481968339972], ""box_center_imag"": [2.2116042197189576, -2.2777853857392616, 1.653340072839796e-15, 2.190236333623224, 2.2777853857392634, 1.0147959313461918, -2.1902363336232153, -4.100257892266434e-15], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
49,0.5433996420760803,0.7487887432117251,True,1e-12,4.4037642485951066e-13,46.201058255807546,-1.2937629052168527,4.915842527578652,-9.636797405837417e-53,0.03391875773681319,-26.418526295985693,-1.9833722802168525,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.339284901847086, -0.857747413245902, -5.7792003328982275, 0.6715506049880886, -0.8577474132459019, -0.9991458952009712, -1.7007120159181377, 0.4183288462697281]","[2.2116042197189665, -2.277785385739267, 2.090901828998854e-17, -3.53179177607454, 2.2777853857392656, -0.19842368977167363, -3.3128328287940554, -0.010347694211891828]",1.6064431467852123e-05,"{""contraction_bound"": 1.6064431467852123e-05, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847086, -0.857747413245902, -5.7792003328982275, 0.6715506049880886, -0.8577474132459019, -0.9991458952009712, -1.7007120159181377, 0.4183288462697281], ""box_center_imag"": [2.2116042197189665, -2.277785385739267, 2.090901828998854e-17, -3.53179177607454, 2.2777853857392656, -0.19842368977167363, -3.3128328287940554, -0.010347694211891828], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
50,0.5433996420760803,0.7487887432117251,True,1e-12,4.191941042269536e-14,84.76560654575871,-0.988347953165804,-1.604403247231407,3.0805061264699916e-51,0.01660111152051391,-26.113111343934644,-1.677957328165804,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.339284901847092, -0.8577474132459019, -5.779200332898233, -2.7800082603570826, -0.8577474132459054, -1.8568564695842193, 0.3592633790684998, 2.4658390117748987]","[2.211604219718967, -2.277785385739267, -3.857930400366202e-15, -5.852979211485409, 2.277785385739268, 8.84704898038954, -0.08227178513331006, -1.428942699200002]",7.4235990412280956e-06,"{""contraction_bound"": 7.4235990412280956e-06, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847092, -0.8577474132459019, -5.779200332898233, -2.7800082603570826, -0.8577474132459054, -1.8568564695842193, 0.3592633790684998, 2.4658390117748987], ""box_center_imag"": [2.211604219718967, -2.277785385739267, -3.857930400366202e-15, -5.852979211485409, 2.277785385739268, 8.84704898038954, -0.08227178513331006, -1.428942699200002], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
51,0.5433996420760803,0.7487887432117251,True,1e-12,2.3624730449851966e-13,33.09809383655623,-2.1912817444603094,0.4530282377214512,1.3013516524183814e-52,2.6201263381153694e-14,-27.31604513522915,-2.8808911194603093,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.339284901847163, -0.8577474132459628, -5.779200332898458, -2.07064590472868, -0.8577474132459249, -0.9077501489142137, -0.3934785385809927, 0.07077912069864495]","[2.2116042197189985, -2.277785385739413, 5.0895780241772456e-14, 0.08841446954480113, 2.2777853857393904, 2.7394279210545163, -0.06022163267466976, -0.12519023608477542]",6.19516041495721e-06,"{""contraction_bound"": 6.19516041495721e-06, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847163, -0.8577474132459628, -5.779200332898458, -2.07064590472868, -0.8577474132459249, -0.9077501489142137, -0.3934785385809927, 0.07077912069864495], ""box_center_imag"": [2.2116042197189985, -2.277785385739413, 5.0895780241772456e-14, 0.08841446954480113, 2.2777853857393904, 2.7394279210545163, -0.06022163267466976, -0.12519023608477542], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
52,0.5433996420760803,0.7487887432117251,True,1e-12,1.8122499318705092e-14,34.0552049798401,-0.519555360076549,-0.8860935372890271,4.1017272640981308e-53,1.0436096431476471e-14,-25.64431875084539,-1.2091647350765489,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.339284901847083, -0.8577474132459005, -5.779200332898219, 0.28643204436387365, -0.8577474132459036, 0.5402480873717663, -1.9342640333124437, 0.08948076132183184]","[2.211604219718971, -2.2777853857392665, -5.4360096096828004e-15, -0.6879459706991214, 2.277785385739264, -1.5077875153835545, 0.7431808009486247, 0.1641660592236672]",9.632956717858436e-06,"{""contraction_bound"": 9.632956717858436e-06, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847083, -0.8577474132459005, -5.779200332898219, 0.28643204436387365, -0.8577474132459036, 0.5402480873717663, -1.9342640333124437, 0.08948076132183184], ""box_center_imag"": [2.211604219718971, -2.2777853857392665, -5.4360096096828004e-15, -0.6879459706991214, 2.277785385739264, -1.5077875153835545, 0.7431808009486247, 0.1641660592236672], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
53,0.5433996420760803,0.7487887432117251,True,1e-12,2.162742948266274e-13,97.60678551946094,-0.21187552496627127,2.0124189489078903,-5.5457468771650645e-53,0.0004555651302021735,-25.33663891573511,-0.9014848999662712,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.33928490184708, -0.8577474132458996, -5.779200332898224, -3.4581268407097085, -0.857747413245902, 3.4776631358222643, 0.8043669255090532, -0.8189466514120016]","[2.211604219718962, -2.277785385739264, -2.57506972186176e-15, 1.8119513562754124, 2.2777853857392625, 3.1319459036620367, 0.752922870603482, -1.3054649449323517]",6.85001088526522e-06,"{""contraction_bound"": 6.85001088526522e-06, ""inflate_iter"": 6, ""box_center_real"": [5.33928490184708, -0.8577474132458996, -5.779200332898224, -3.4581268407097085, -0.857747413245902, 3.4776631358222643, 0.8043669255090532, -0.8189466514120016], ""box_center_imag"": [2.211604219718962, -2.277785385739264, -2.57506972186176e-15, 1.8119513562754124, 2.2777853857392625, 3.1319459036620367, 0.752922870603482, -1.3054649449323517], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
54,0.5433996420760803,0.7487887432117251,True,1e-12,1.7302529536349156e-14,48.609999594623666,1.2666199376731522,6.095694358007912,-4.437169941206551e-51,0.14207001079919768,-23.85814345309569,0.5770105626731522,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.339284901847093, -0.8577474132459029, -5.77920033289823, 0.10417575991610101, -0.8577474132459013, -1.0684835505871728, 0.09769453032989381, 0.5484842007166051]","[2.2116042197189634, -2.277785385739269, 2.820485900095621e-15, -5.707269030868461, 2.2777853857392674, 1.8507893282160979, -0.3825881893614633, -0.9481139605152517]",5.08200459416263e-06,"{""contraction_bound"": 5.08200459416263e-06, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847093, -0.8577474132459029, -5.77920033289823, 0.10417575991610101, -0.8577474132459013, -1.0684835505871728, 0.09769453032989381, 0.5484842007166051], ""box_center_imag"": [2.2116042197189634, -2.277785385739269, 2.820485900095621e-15, -5.707269030868461, 2.2777853857392674, 1.8507893282160979, -0.3825881893614633, -0.9481139605152517], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
55,0.5433996420760803,0.7487887432117251,True,1e-12,1.1348195573628883e-14,30.188530291847623,-2.41742950557028,-1.3742481563726672,-2.6393541459233796e-52,8.43769498715119e-15,-27.54219289633912,-3.10703888057028,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.339284901847086, -0.8577474132459046, -5.7792003328982275, -0.4265559223135215, -0.8577474132459003, -0.34089068802730615, -1.7680113236073027, 0.2654801305348098]","[2.211604219718959, -2.2777853857392665, 4.44813651971077e-15, 0.6549099981281484, 2.2777853857392665, -0.5265758208778272, -1.8854140351642397, -0.5076708680278766]",1.0197690507206251e-05,"{""contraction_bound"": 1.0197690507206251e-05, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847086, -0.8577474132459046, -5.7792003328982275, -0.4265559223135215, -0.8577474132459003, -0.34089068802730615, -1.7680113236073027, 0.2654801305348098], ""box_center_imag"": [2.211604219718959, -2.2777853857392665, 4.44813651971077e-15, 0.6549099981281484, 2.2777853857392665, -0.5265758208778272, -1.8854140351642397, -0.5076708680278766], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
56,0.5433996420760803,0.7487887432117251,True,1e-12,1.6101573249038403e-13,52.67848749466157,-3.9652884314531884,-3.4540381783420466,-4.5964796906915117e-48,0.008617495371496364,-29.09005182222203,-4.654897806453189,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.339284901846978, -0.8577474132458093, -5.779200332898313, -1.8195981658723241, -0.8577474132459442, -0.6538882704014776, 0.19977432058694009, 0.041178883010782576]","[2.2116042197190824, -2.2777853857392296, -1.4233236963165964e-13, 1.5437124025547595, 2.277785385739197, -0.4310148866836983, -0.6847350714274524, 0.7650751374332415]",7.64948674033448e-06,"{""contraction_bound"": 7.64948674033448e-06, ""inflate_iter"": 6, ""box_center_real"": [5.339284901846978, -0.8577474132458093, -5.779200332898313, -1.8195981658723241, -0.8577474132459442, -0.6538882704014776, 0.19977432058694009, 0.041178883010782576], ""box_center_imag"": [2.2116042197190824, -2.2777853857392296, -1.4233236963165964e-13, 1.5437124025547595, 2.277785385739197, -0.4310148866836983, -0.6847350714274524, 0.7650751374332415], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
57,0.5433996420760803,0.7487887432117251,True,1e-12,1.7962296908674955e-14,16.43364446744329,-0.3526380168260226,0.4111087884003766,-6.6272035961508966e-52,8.881784197001252e-16,-25.477401407594865,-1.0422473918260224,False,False,True,False,False,False,False,NEWTON_RANDOM,"[5.339284901847086, -0.8577474132459014, -5.7792003328982275, -1.2265782504806675, -0.8577474132459053, 0.31575117994187935, -1.3192771347722179, -0.005336570135848126]","[2.211604219718967, -2.277785385739268, -4.548666043766341e-15, 0.2732550688722518, 2.2777853857392665, -0.9266489716675901, 1.0949163164682525, -0.05658775188537742]",1.6788525534021248e-05,"{""contraction_bound"": 1.6788525534021248e-05, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847086, -0.8577474132459014, -5.7792003328982275, -1.2265782504806675, -0.8577474132459053, 0.31575117994187935, -1.3192771347722179, -0.005336570135848126], ""box_center_imag"": [2.211604219718967, -2.277785385739268, -4.548666043766341e-15, 0.2732550688722518, 2.2777853857392665, -0.9266489716675901, 1.0949163164682525, -0.05658775188537742], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
58,0.5433996420760803,0.7487887432117251,True,1e-12,1.7279579063916833e-14,149.67057540247876,-4.511859281169417,1.1053946444677134,-1.7354191224034037e-49,8.881784197001252e-16,-29.63662267193826,-5.201468656169417,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.339284901847092, -0.857747413245902, -5.779200332898234, -0.5076592054231768, -0.8577474132459048, -0.05411867469358921, -2.650435808099215, -0.02945695695984139]","[2.211604219718972, -2.277785385739267, -3.996217876116937e-15, -0.48917113200868495, 2.2777853857392687, 0.04483313492747496, -1.5219994772395655, -0.2255989147140644]",7.982072214515281e-06,"{""contraction_bound"": 7.982072214515281e-06, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847092, -0.857747413245902, -5.779200332898234, -0.5076592054231768, -0.8577474132459048, -0.05411867469358921, -2.650435808099215, -0.02945695695984139], ""box_center_imag"": [2.211604219718972, -2.277785385739267, -3.996217876116937e-15, -0.48917113200868495, 2.2777853857392687, 0.04483313492747496, -1.5219994772395655, -0.2255989147140644], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
59,0.5433996420760803,0.7487887432117251,True,1e-12,1.3062942798643044e-14,20.54181110029713,-1.015367723234101,-1.4982658047561914,7.3117032280874065e-53,0.003944298213891084,-26.14013111400294,-1.7049770982341008,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.339284901847092, -0.8577474132459029, -5.7792003328982275, -1.0706730413947152, -0.8577474132459024, 1.4136336585549343, -2.2306921613356687, -0.13693590745697581]","[2.211604219718967, -2.27778538573927, 3.9003955944158154e-17, 0.08756022787280812, 2.277785385739267, -1.2577604237940188, -1.5919596617857432, -0.022531753845659523]",1.4222519423368338e-05,"{""contraction_bound"": 1.4222519423368338e-05, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847092, -0.8577474132459029, -5.7792003328982275, -1.0706730413947152, -0.8577474132459024, 1.4136336585549343, -2.2306921613356687, -0.13693590745697581], ""box_center_imag"": [2.211604219718967, -2.27778538573927, 3.9003955944158154e-17, 0.08756022787280812, 2.277785385739267, -1.2577604237940188, -1.5919596617857432, -0.022531753845659523], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
60,0.5433996420760803,0.7487887432117251,True,1e-12,4.162137128766112e-14,92.01320512159359,-3.956670936081691,-4.0883083516009835,-5.339932826248682e-51,8.881784197001252e-16,-29.081434326850534,-4.646280311081691,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.339284901847092, -0.8577474132459043, -5.7792003328982275, -2.7504518139953347, -0.8577474132459034, -0.012528052601301673, 2.0471209203135206, -0.4582525804039154]","[2.211604219718967, -2.2777853857392687, 4.2737134781573353e-16, 0.7332906119657248, 2.2777853857392696, 2.6667660002751403, -1.0218473579259861, -0.9560510971285062]",1.1377119660729043e-05,"{""contraction_bound"": 1.1377119660729043e-05, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847092, -0.8577474132459043, -5.7792003328982275, -2.7504518139953347, -0.8577474132459034, -0.012528052601301673, 2.0471209203135206, -0.4582525804039154], ""box_center_imag"": [2.211604219718967, -2.2777853857392687, 4.2737134781573353e-16, 0.7332906119657248, 2.2777853857392696, 2.6667660002751403, -1.0218473579259861, -0.9560510971285062], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
61,0.5433996420760803,0.7487887432117251,True,1e-12,4.581281198690033e-14,16.433640838123164,-0.3526380168260217,-0.4111087884003821,1.8859282493413845e-52,8.881784197001252e-16,-25.47740140759486,-1.0422473918260216,False,False,True,False,False,False,False,NEWTON_RANDOM,"[5.339284901847086, -0.8577474132459041, -5.779200332898224, -1.319277134772214, -0.8577474132459023, -0.43196997114113656, -1.226578250480672, -0.0053365701358486515]","[2.211604219718966, -2.2777853857392714, -1.483952379666711e-15, -1.0949163164682536, 2.277785385739265, 0.878509572150249, -0.27325506887225554, 0.05658775188537828]",5.667811519101126e-06,"{""contraction_bound"": 5.667811519101126e-06, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847086, -0.8577474132459041, -5.779200332898224, -1.319277134772214, -0.8577474132459023, -0.43196997114113656, -1.226578250480672, -0.0053365701358486515], ""box_center_imag"": [2.211604219718966, -2.2777853857392714, -1.483952379666711e-15, -1.0949163164682536, 2.277785385739265, 0.878509572150249, -0.27325506887225554, 0.05658775188537828], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
62,0.5433996420760803,0.7487887432117251,True,1e-12,8.279524959169376e-14,37.572297992487925,-0.5010839605574855,-6.0678212174039405,-1.2547231226085768e-51,0.018471399519053078,-25.62584735132633,-1.1906933355574854,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.339284901847086, -0.8577474132459046, -5.7792003328982275, -0.561443924671311, -0.8577474132459016, -0.4477020889553438, -2.2585479451799797, 0.49193431803813836]","[2.211604219718959, -2.2777853857392665, 2.9190780339837287e-15, 3.1526290746186563, 2.2777853857392674, 0.3808870954278867, -1.0242013461749657, 0.4116000404000205]",5.394145715644738e-06,"{""contraction_bound"": 5.394145715644738e-06, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847086, -0.8577474132459046, -5.7792003328982275, -0.561443924671311, -0.8577474132459016, -0.4477020889553438, -2.2585479451799797, 0.49193431803813836], ""box_center_imag"": [2.211604219718959, -2.2777853857392665, 2.9190780339837287e-15, 3.1526290746186563, 2.2777853857392674, 0.3808870954278867, -1.0242013461749657, 0.4116000404000205], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
63,0.5433996420760803,0.7487887432117251,True,1e-12,2.0430722163501365e-13,71.83237749626731,-2.236416811501927,-0.6601723239174966,-3.767345918645517e-49,0.04513506704161774,-27.361180202270766,-2.926026186501927,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.339284901847092, -0.8577474132459019, -5.779200332898224, -0.035527235543164476, -0.8577474132459029, -0.2817190095160733, -2.8620769289037025, 0.12179703607572334]","[2.211604219718967, -2.277785385739267, -3.2128885326993443e-15, -3.3259937168653644, 2.277785385739266, 0.30071024843451516, -1.2923567505301905, -0.008485778724711922]",1.042690247652576e-05,"{""contraction_bound"": 1.042690247652576e-05, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847092, -0.8577474132459019, -5.779200332898224, -0.035527235543164476, -0.8577474132459029, -0.2817190095160733, -2.8620769289037025, 0.12179703607572334], ""box_center_imag"": [2.211604219718967, -2.277785385739267, -3.2128885326993443e-15, -3.3259937168653644, 2.277785385739266, 0.30071024843451516, -1.2923567505301905, -0.008485778724711922], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
64,0.5433996420760803,0.7487887432117251,True,1e-12,8.145406034795256e-14,57.355079895341014,1.0597428606199968,-5.73214929857973,8.146507263515182e-55,0.006724391583613487,-24.065020530148843,0.3701334856199968,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.3392849018470825, -0.8577474132459019, -5.779200332898224, 1.0673739723629685, -0.8577474132459031, -2.2530450164223446, 0.515057946024568, 1.9395741952361045]","[2.211604219718965, -2.2777853857392656, -3.652183447700173e-15, 3.4341105375038565, 2.2777853857392647, 0.1629229269769873, 4.143509077944223, -1.0508011840363187]",5.272474436486286e-06,"{""contraction_bound"": 5.272474436486286e-06, ""inflate_iter"": 6, ""box_center_real"": [5.3392849018470825, -0.8577474132459019, -5.779200332898224, 1.0673739723629685, -0.8577474132459031, -2.2530450164223446, 0.515057946024568, 1.9395741952361045], ""box_center_imag"": [2.211604219718965, -2.2777853857392656, -3.652183447700173e-15, 3.4341105375038565, 2.2777853857392647, 0.1629229269769873, 4.143509077944223, -1.0508011840363187], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
65,0.5433996420760803,0.7487887432117251,True,1e-12,1.0119011414991103e-13,34.055211369453744,-0.5195553600765386,0.8860935372890294,8.596894624811795e-52,1.0436096431476471e-14,-25.64431875084538,-1.2091647350765387,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.339284901847084, -0.8577474132459023, -5.7792003328982275, -1.9342640333124417, -0.8577474132459029, -0.684153690612488, 0.2864320443638779, 0.08948076132183477]","[2.211604219718962, -2.277785385739265, -2.9917711633949744e-16, -0.7431808009486193, 2.277785385739266, 1.4481798628197777, 0.6879459706991485, -0.16416605922367553]",7.3326000441768804e-06,"{""contraction_bound"": 7.3326000441768804e-06, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847084, -0.8577474132459023, -5.7792003328982275, -1.9342640333124417, -0.8577474132459029, -0.684153690612488, 0.2864320443638779, 0.08948076132183477], ""box_center_imag"": [2.211604219718962, -2.277785385739265, -2.9917711633949744e-16, -0.7431808009486193, 2.277785385739266, 1.4481798628197777, 0.6879459706991485, -0.16416605922367553], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
