gamma,re_phi_m,full_conv2_exponent,lambda_exact_interp,abs_gap_to_exact,seed_full_interp,seed_abs_gap_to_exact,delta_re_vs_seed,re43_minus_re46,im43_plus_im46,mean_im_mod_abs,physically_feasible
-5.015,3.9370996209223306e-07,-0.689608981290038,-0.689598671234446,1.0310055592044343e-05,-2.268950242408077,1.579351571173631,1.579341261118039,7.067533605994655e-09,5.611770869329127e-16,2.220446049250313e-16,True
-5.045,3.7302788930975266e-07,-0.6896090019721107,-0.6895979834748212,1.101849728957216e-05,-2.2781847177725,1.588586734297679,1.5885757158003893,-6.722730466273373e-09,-6.983469240428863e-16,1.1102230246251565e-15,True
-5.075,3.5335771499466105e-07,-0.6896090216422851,-0.689597378303737,1.1643338548084081e-05,-2.2871587597224163,1.5975613814186793,1.5975497380801313,6.39292799530937e-09,-3.240572803589399e-16,6.661338147750939e-16,True
-5.095,3.4078426091742504e-07,-0.6896090342157392,-0.6895970187115207,1.2015504218476636e-05,-2.2929953661917772,1.6033983474802564,1.6033863319760382,6.181344417008003e-09,2.516377962181567e-15,1.3322676295501878e-15,True
-5.135,3.168740679062138e-07,-0.6896090581259322,-0.6895963995865471,1.2658539385146383e-05,-2.304314258379618,1.6147178587930708,1.614705200253686,5.77781217758511e-09,-1.3374138354021667e-15,1.1102230246251565e-15,True
-5.155,3.0551135078637836e-07,-0.6896090694886493,-0.6895961378530658,1.2931635583468548e-05,-2.3097949279212595,1.6201987900681938,1.6201858584326105,5.585702366487028e-09,-3.2380184221906916e-15,1.5543122344752192e-15,True
-5.1850000000000005,2.891718564311077e-07,-0.6896090858281436,-0.6895958020857568,1.3283742386849262e-05,-2.317790234612655,1.6281944325268984,1.6281811487845115,5.3093732868127554e-09,-1.348802131454608e-15,6.661338147750939e-16,True
-5.235,2.637149001185422e-07,-0.6896091112850999,-0.6895953857731963,1.3725511903595056e-05,-2.3305074613564747,1.6409120755832785,1.6408983500713747,4.8794147276256736e-09,1.763120319541778e-15,1.3322676295501878e-15,True
-5.255,2.541183944565002e-07,-0.6896091208816056,-0.6895952666521634,1.385422944222281e-05,-2.3353792567733267,1.6457839901211633,1.6457701358917212,4.717803651958324e-09,3.133615166001394e-15,1.5543122344752192e-15,True
-5.275,2.4483936856495514e-07,-0.6896091301606315,-0.6895951732711517,1.395688947980478e-05,-2.3401270386499267,1.6505318653787748,1.6505179084892956,4.561912701754763e-09,3.442901502339224e-16,8.881784197001252e-16,True
